id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
996876416003334150,1526508833,2018-05-16T22:13:53Z,davidacroom,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DCA / FLL,NA,NA,17149663,David Croom,0,higher ed designer @EdDesignLab | former @LuminaFound @ACT @RepMaxineWaters | tech enthusiast | fan @MiamiHEAT @MiamiDolphins | @GoldmanSchool MPP | @MIT SB,NA,http://pbs.twimg.com/profile_images/458699544230756352/V1wX_-YN_normal.jpeg,-14400,Eastern Time (US & Canada),en,5102,592,652,972,13,NA,2008-11-04T05:34:55Z
996876450375618561,1526508841,2018-05-16T22:14:01Z,PaulWComics,"A slightly more vibrant original this time, Breath of the wild Link!  #Zelda #link #NintendoSwitch #BreathoftheWild https://t.co/TxYURYX5XF",none,0,NA,NA,NA,0,2,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gloucestershire, England",NA,NA,3494714356,Paul W Comics @ MCM LDN CV224,0,"UK Comic/Manga artist. Originals, fanart from a range of series. Commissions open!",https://t.co/l2ZP1dGbDD,http://pbs.twimg.com/profile_images/801842125470044160/xinl2vw4_normal.jpg,NA,NA,en,166,240,509,1253,2,NA,2015-08-30T20:42:04Z
996876456989995009,1526508843,2018-05-16T22:14:03Z,B42community,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://b42.com"" rel=""nofollow"">B42 tweet Bot</a>",NA,NA,NA,940444601097342981,Team B42,0,Our goal is to help each other succeed on Twitch. Use #TeamB42 for a retweet. Lets conquer twitch together and make new friends.,NA,http://pbs.twimg.com/profile_images/940450667747053568/LBBYvnjF_normal.jpg,-25200,Pacific Time (US & Canada),en,9894,1359,0,0,1,NA,2017-12-12T04:54:00Z
996876493199478784,1526508851,2018-05-16T22:14:11Z,RikkiZeda,"RT @DarkHorseComics: ICYMI: Dark Horse is pleased to announce The Legend of Zelda™: Breath of the Wild—Creating a Champion art book, out this November! The ultimate companion to the video game features sketches, illustrations, & cover by Takumi Wada; more: https://t.co/8zcWQmBFIX @NintendoAmerica https://t.co/51METQRG1w",none,NA,NA,NA,NA,980,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Orlando, FL",NA,NA,2849378170,rkzd,0,Creator of cool stuff I haven't done yet • Thought experiments / Paranormal shit / Japanese mythology • I like to draw stuff • @norigoop💖,https://t.co/y4ft6hIIrk,http://pbs.twimg.com/profile_images/988542641234116608/z5MamQiy_normal.jpg,-14400,Eastern Time (US & Canada),en,644,64,296,3293,3,NA,2014-10-29T05:20:09Z
996876497490083840,1526508852,2018-05-16T22:14:12Z,TropALDUBCAVITE,"RT @iam_ginghs: @Mye_Pixie @ALDubFTnQT @fthotladies @Arwen_Elfin @wengcookie @Salvesayson @ricsl1600 @montenegro_emil @ALDub_RTeam @xanria_018 @sherrypie18 @TropALDUB @salvadortrish21 @NoraNoraCampos @radoc_jeana @pinkyfaye @lynieg88 @WDabuet @lallavillamil61 @Mamita1224 @sakurakharel @mariachonatabe1 @serranodmarie @JennyOcera @Barbarapunzala1 @bssMagic24 @ConnieV17 @Koletskilang @Myles0312_uk @boongaling_e @abcbants @amyagapito11 @DJGraphicsArts @prettymai_0105 @Glynnchen Nobody has ever measured, not even poets, how much a heart can hold. Zelda Fitzgerald #ALDUB148thWeeksary  *Shifting to Fast RT* Happy weeksary! 🤗 https://t.co/shueM1YMD4",none,NA,NA,NA,NA,44,0,en,NA,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,720473321377296385,TROPANG ALDUB CAVITE,0,The OFFICIAL Twitter Account of CAVITE Chapter of Tropang ALDUB Please follow our Main Account @TropALDUB,NA,http://pbs.twimg.com/profile_images/965330649098813440/llIC7PlY_normal.jpg,-25200,Pacific Time (US & Canada),en,200598,2349,240,18287,6,NA,2016-04-14T04:46:40Z
996876563747692545,1526508868,2018-05-16T22:14:28Z,KaiserPanda,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nantes, France.",NA,NA,892331844,Kaiser Panda,0,"Vit par période. Il y eut la BD, l'animation. Ensuite l'AMV. En ce moment c'est gaming... Qui saura demain ? Fierté inutile : ~300e sur les Trials de Redlynx.",http://t.co/xUztKlzWZV,http://pbs.twimg.com/profile_images/964920212394074112/J5juo4S4_normal.jpg,7200,Paris,fr,15313,161,89,1979,23,NA,2012-10-20T03:02:05Z
996876582244569090,1526508872,2018-05-16T22:14:32Z,nasfi_gr,Μου άρεσε ένα βίντεο @YouTube https://t.co/zLSXrcmDLP The Legend of Zelda: Ocarina of Time - ft. Caelestis,none,0,NA,NA,NA,0,0,und,NA,NA,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",NA,NA,NA,790993144418631680,Νασος sfigas,0,NA,NA,http://pbs.twimg.com/profile_images/792075254399168512/UK6fAoeP_normal.jpg,NA,NA,el,291,16,175,7,1,NA,2016-10-25T19:07:16Z
996876597171978240,1526508876,2018-05-16T22:14:36Z,adamwright_1989,Nintendo Mashup https://t.co/AThIpjppC7 via @YouTube @maximumairride #SuperMario #DonkeyKong  #Zelda #Kirby,none,0,NA,NA,NA,0,0,pt,NA,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","England, United Kingdom",NA,NA,24189092,Adam Wright,0,"IT and media specialist. Interested in writing, fitness and fashion. Gay and supporter of LGBT. My views are my own and not that of my employer.",https://t.co/ZDw1rWF54l,http://pbs.twimg.com/profile_images/995615868284493824/e-_v6lAg_normal.jpg,3600,London,en,1528,121,499,707,9,NA,2009-03-13T15:28:00Z
996876620299423745,1526508882,2018-05-16T22:14:42Z,rankulus,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,748143122,a reuniclus,0,one time I made a tweet about salt and it got nearly 10k likes. NNID: reunicluster ◇ @_makotos and I are squids,https://t.co/yACnv9GpjU,http://pbs.twimg.com/profile_images/865573142378328065/mE7_UlRp_normal.jpg,-10800,Atlantic Time (Canada),en,13990,92,201,15818,6,NA,2012-08-09T23:21:53Z
996876647705047040,1526508888,2018-05-16T22:14:48Z,MKovak_Trib,"First, they took away The Attic, Calico's, the SOD, the Decade, CJ Barney's and Zelda's. Now this ... https://t.co/dGtwhPmmmw",none,0,NA,NA,NA,0,2,en,NA,NA,996859204790050816,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Greensburg, PA",NA,NA,274515064,Mike Kovak,0,Tribune-Review sports department. Copy editor. Contributing writer. Family guy. Runner. Deadhead. Donuts and cake.,NA,http://pbs.twimg.com/profile_images/992011416168222720/CNMSooER_normal.jpg,-18000,Quito,en,11059,1213,522,1124,26,NA,2011-03-30T13:03:54Z
996876650821320704,1526508889,2018-05-16T22:14:49Z,Shiirowo,RT @ZeronisART: Portrait piece of #zelda ⭐️❤️ #nintendo https://t.co/WDEmSdk6dG,none,0,NA,NA,NA,1561,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",United States,NA,NA,3885163042,⏠ ⏡,0,"""The Devil asked me how I knew my way around the halls of hell. I told him I did not need a map for the darkness I know so well.""",https://t.co/GFEEqwGrE1,http://pbs.twimg.com/profile_images/998084339907743744/RjAiCFRZ_normal.jpg,-14400,Eastern Time (US & Canada),en,8450,240,96,48845,3,NA,2015-10-07T00:06:53Z
996876670601711616,1526508894,2018-05-16T22:14:54Z,Siddhanthcdh124,"RT @NintendoAmerica: In Adventure Mode of #HyruleWarriors: Definitive Edition, battle it out on 10 different maps inspired by the original Legend of Zelda overworld to unlock characters and get powerful weapons! https://t.co/eVYaQiPZ2X",none,NA,NA,NA,NA,224,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,794371593489252352,Siddhant Agarwal,0,NA,NA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,en,508,6,77,693,0,NA,2016-11-04T02:52:01Z
996876688075173888,1526508898,2018-05-16T22:14:58Z,devilguns,RT @comicbookanime: Robin Williams’ daughter is asking for fans to help identify pieces of his massive anime collection:  https://t.co/BdRCSIlPRS https://t.co/Q8N7C04ugt,none,NA,NA,NA,NA,285,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,92180198,D20Mafia,0,Gaming from PC to old school D&D,NA,http://pbs.twimg.com/profile_images/998032821187891200/DOKg1z9V_normal.jpg,NA,NA,en,260,107,269,14800,0,NA,2009-11-24T02:32:00Z
996876720602058757,1526508905,2018-05-16T22:15:05Z,SkywardS_Ebooks,"I bet you Zelda's just on the other side of that gate, wondering where you are. You shouldn't make the little lady wait, Link! Go on!",none,NA,NA,NA,NA,0,0,en,NA,NA,NA,"<a href=""https://www.twitter.com/user/SkywardS_Ebooks"" rel=""nofollow"">Skyward Sword Ebooks</a>",Skyloft,NA,NA,876888950006317057,Skyward Sword,0,+ @layzeal,NA,http://pbs.twimg.com/profile_images/876952561940615168/hzhHgfWe_normal.jpg,NA,NA,en,7836,25,0,0,0,NA,2017-06-19T19:46:32Z
996876732836859904,1526508908,2018-05-16T22:15:08Z,GamesBeat,"If you love beat-’em-ups, action-strategy games, or Zelda lore, Hyrule Warriors will be right up your alley. @horwitz's review 84/100 https://t.co/3G2BVwUeLx https://t.co/YcCXiux3qL",none,0,NA,NA,NA,0,1,en,NA,NA,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","San Francisco, CA",NA,NA,20396481,GamesBeat,0,"GamesBeat is the gaming division of @VentureBeat. Follow us for breaking news, reviews, features, and more.",http://t.co/ticvaJKRbk,http://pbs.twimg.com/profile_images/2224627678/GB_Social_Media_profile_pic_normal.jpg,-25200,Pacific Time (US & Canada),en,37726,180924,892,516,1226,NA,2009-02-08T22:03:06Z
996876787912032256,1526508921,2018-05-16T22:15:21Z,Torrasque,"@Lerthyr I think that's the only valid complaint about BotW, that there are no dungeons like literally every other Zelda game ever made. Where that complaint breaks down though, is how that is supposed to be a bad thing.",none,NA,NA,NA,NA,0,0,en,Torrasque,996876450694283265,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Canadia,NA,NA,467672567,QTLing_Torrasque,0,You shouldn't expect your life to be like the theater - Kaiki Deishu,http://t.co/nAq9ia0tsl,http://pbs.twimg.com/profile_images/890021978525937668/5SPWDVAj_normal.jpg,-18000,Central Time (US & Canada),en,59304,438,906,15948,17,NA,2012-01-18T18:33:54Z
996876799643672578,1526508924,2018-05-16T22:15:24Z,Treyvon2018,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Brampton, Ontario",NA,NA,742531753269678080,TreyvonWilliams,0,"Hi there everyone! I am a huge Pokefan, has seen the show/movies in it's entirety mainly in English and continues to. I hope to meet anyone I find this year.",NA,http://pbs.twimg.com/profile_images/947699699221450753/PrQ_ZlTS_normal.jpg,NA,NA,en,48776,919,4992,146687,6,NA,2016-06-14T01:39:00Z
996876813761736705,1526508928,2018-05-16T22:15:28Z,otototanuki,RT @ClubNintendoMex: El libro #TheLegendOfZelda: #MasterWorks llegará a América de la mano de una famosa editora de cómics. #CNnoticia https://t.co/SmS2376LxW https://t.co/JFnhXNHQb3,none,NA,NA,NA,NA,25,0,es,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,130251808,luishiño,0,"Gamer, tragon, bebedor de cerveza, viajero y fan de la musica de videojuegos!! Pasele y algo has de encontar para ti!!",NA,http://pbs.twimg.com/profile_images/378800000859085430/yZplqBlY_normal.jpeg,NA,NA,es,26504,420,801,19554,45,NA,2010-04-06T19:39:13Z
996876852961701893,1526508937,2018-05-16T22:15:37Z,ElysianVirtuous,"@HylianMarquess Zelda rubbed her head and groaned softly, though luckily began to feel a bit better before taking the scroll from Link to read.",none,NA,NA,NA,NA,0,0,en,HylianMarquess,996876249141309441,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fan/Parody account,NA,NA,944351683013947394,Zᴇʟᴅᴀ. [H],0,"❝Bʟᴏᴏᴍᴇᴅ ɪɴ ᴀ ɢᴀʀᴅᴇɴ ᴏғ ʟᴏɴᴇʟɪɴᴇss, ᴀ ғʟᴏᴡᴇʀ ᴛʜᴀᴛ ʀᴇsᴇᴍʙʟᴇs ʏᴏᴜ. I ᴡᴀɴᴛᴇᴅ ᴛᴏ ɢɪᴠᴇ ɪᴛ ᴛᴏ ʏᴏᴜ, ᴀғᴛᴇʀ I ᴛᴀᴋᴇ ᴏғғ ᴛʜɪs ғᴏᴏʟɪsʜ ᴍᴀsᴋ.❞ #ModernHyrule",NA,http://pbs.twimg.com/profile_images/990455547005718528/Bajwu4no_normal.jpg,NA,NA,en,1227,284,258,193,2,NA,2017-12-22T23:39:21Z
996876889300942848,1526508946,2018-05-16T22:15:46Z,ShadowBlueBlack,@kayano_zelda フォローさせて頂きました！ タメOKなので！,none,NA,NA,NA,NA,0,0,ja,kayano_zelda,995249154057105408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",最近多忙で低浮上,NA,NA,858429247383232512,🕑Shadow🕙 ジョジョDR、EOH,0,ジョジョDRやってます(*´꒳`*)無課金です！DRはランク100⤴︎！ 基本的にはDRのことをつぶやきます！ホーム画像は@iroiro_sonotaさんプロフ画像は@koto_vanilla さんに書いていただきました！,NA,http://pbs.twimg.com/profile_images/994204082297454598/c7mt-Zhf_normal.jpg,-25200,Pacific Time (US & Canada),ja,3232,363,397,287,5,NA,2017-04-29T21:14:16Z
996876904798932992,1526508949,2018-05-16T22:15:49Z,Zelda_Inferno,RT @McJuggerNuggets: noah's ark.: https://t.co/3aiYky1YOc via @YouTube,none,0,NA,NA,NA,113,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mesa, AZ",NA,NA,4732049940,Eli Smith,0,Welcome to my official Twitter! Long time Nintendo fan! New videos every week!,https://t.co/14bgyedtDZ,http://pbs.twimg.com/profile_images/954242017038446592/02hWSquw_normal.jpg,-25200,Pacific Time (US & Canada),en,2166,43,130,1415,4,NA,2016-01-09T06:58:10Z
996876905143029765,1526508949,2018-05-16T22:15:49Z,Shawn_Harrison1,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,172521196,TaskMaster💀🗒,0,"Gamer, Nerd, Dad, Techie, Time Travel Enthusiast, Superhero wannabe, Retired Marine.",NA,http://pbs.twimg.com/profile_images/997950382641840128/z7ESgyRH_normal.jpg,-10800,Atlantic Time (Canada),en,1227,70,302,16624,0,NA,2010-07-29T22:41:23Z
996876932141797378,1526508956,2018-05-16T22:15:56Z,LurkforceTV,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://www.twitch.tv/lurkforcetv"" rel=""nofollow"">retweetbotok</a>","San Francisco, CA",NA,NA,912086005343064064,LurkforceTV,0,"""Uniting streamers, viewers, and communities all over the globe 24/7"" #Lurkforce This account does not respond to @mentions",https://t.co/Ih1bgiTvGE,http://pbs.twimg.com/profile_images/989631071753986048/bU4_s2eP_normal.jpg,-25200,Pacific Time (US & Canada),en,17762,1468,1435,86,8,NA,2017-09-24T22:47:04Z
996876953113182208,1526508961,2018-05-16T22:16:01Z,Zelda_Inferno,RT @McJuggerNuggets: Episode 20 of “My Virtual Escape” is NOW on Youtube! 😬,none,NA,NA,NA,NA,104,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mesa, AZ",NA,NA,4732049940,Eli Smith,0,Welcome to my official Twitter! Long time Nintendo fan! New videos every week!,https://t.co/14bgyedtDZ,http://pbs.twimg.com/profile_images/954242017038446592/02hWSquw_normal.jpg,-25200,Pacific Time (US & Canada),en,2166,43,130,1415,4,NA,2016-01-09T06:58:10Z
996877035199844352,1526508980,2018-05-16T22:16:20Z,SpiritEdge_3033,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The world may never know,NA,NA,2448104821,Nick,0,19| Just another random video game dood| 100% Pure Persona nerd| Who needs a right leg amirite?| @Kamronni is a Brotato Chip,NA,http://pbs.twimg.com/profile_images/929486349995929601/Ku3zcivu_normal.jpg,-25200,Arizona,en,20201,124,627,15442,7,NA,2014-04-16T21:44:17Z
996877058054615041,1526508986,2018-05-16T22:16:26Z,AppAwk,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","California, USA",NA,NA,516344431,HpBoost,0,"Appropriately Awkward.  I enjoy video and tabletop games, cooking, science, and bad jokes. Currently pursuing multiple creative endeavours.",https://t.co/4mzIxlRULW,http://pbs.twimg.com/profile_images/925977795229921281/HQqr7m46_normal.jpg,NA,NA,en,15232,82,182,11175,0,NA,2012-03-06T08:47:52Z
996877062282493952,1526508987,2018-05-16T22:16:27Z,345_Kanna,"RT @Anime: #Interest Zelda Williams Turns to Fans to Identify Late Father's Figure Collection • It's been almost four years since actor and comedian Robin Williams passed away. Williams was, by all accounts, a huge anime fan. He said in interviews that he… https://t.co/Uf7prP085T",none,NA,NA,NA,NA,19,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bandung,Indonesia",NA,NA,233841328,Adrian Hendara P,0,Fans of Kanna & Gakki | Japan & Korea Enthusiast| Contet Writer @Japanesestation | Email : adrian.hendara@gmail.com,NA,http://pbs.twimg.com/profile_images/952464818295812096/0mkwaSlT_normal.jpg,-25200,Pacific Time (US & Canada),id,24054,444,410,158,3,NA,2011-01-04T07:03:43Z
996877075607949312,1526508990,2018-05-16T22:16:30Z,Timberwvlf,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,900115410615492609,Josh Styles,0,"Bassist for Devil Inside, Writer, Man who disagrees with the sky's cloud arrangement",https://t.co/PuLKcdpgtF,http://pbs.twimg.com/profile_images/971395209115381760/piOlXj_3_normal.jpg,NA,NA,en,652,30,75,1843,0,NA,2017-08-22T22:00:12Z
996877103248404481,1526508997,2018-05-16T22:16:37Z,Soldes_Du_Net,😱 #Soldes      🎮 Peluche The Legend of Zelda Link 18 cm ▶ https://t.co/S7m9Pm2Vn9   #BonPlan https://t.co/9p17DGoBHt,none,0,NA,NA,NA,0,1,nl,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Paris,NA,NA,1377583728,Soldes Du Net,0,"Des Bons Plans tous les jours Cdiscount ➡️ https://t.co/9AoszGBQgK ⭐️⭐️ Fnac ➡️ https://t.co/pfOYFk7UVT ⭐️⭐️ #PlayStationPlus à 42,99€ ➡️https://t.co/lmbdmcuxpU",https://t.co/cHVosIkAdA,http://pbs.twimg.com/profile_images/421303206417670145/tYhunvpb_normal.png,10800,Athens,fr,1115853,23140,99,17,309,NA,2013-04-24T17:39:00Z
996877110064111616,1526508998,2018-05-16T22:16:38Z,fan_of_saleh,Via Rafael Vivaldi RT @nunez_saleh: Portrait piece of #zelda #nintendopic.twitter.com/WDEmSdk6dG https://t.co/giXU5MflhW https://t.co/XJDNQwKqdA,none,0,NA,NA,NA,0,0,en,NA,NA,NA,"<a href=""https://twitter.com/fan_of_saleh"" rel=""nofollow"">quoTErenaGO2</a>",NA,NA,NA,2180425002,Fire Emblem Fan of Saleh,0,Salí embalado un día de 1997. Nintendero de carpeta enamorado de Kingdom Hearts y Fire Emblem. Futuro aeronáutico. Redactor en …,NA,http://pbs.twimg.com/profile_images/955816424307613697/hrxYYaVU_normal.jpg,-25200,Pacific Time (US & Canada),es,1775,23,51,15,0,NA,2013-11-07T16:32:32Z
996877165898752022,1526509012,2018-05-16T22:16:52Z,kelly_zelda,RT @tope_ok: Hazme el logo de la empresa y si me gusta te lo pago. https://t.co/RdNyOWrETw,none,0,NA,NA,NA,27640,0,es,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,1154465077,why,0,Amargada venenosa. Me gustan los gatos.,NA,http://pbs.twimg.com/profile_images/996244268770582528/5fEhtW8r_normal.jpg,NA,NA,es,11482,189,182,43063,0,NA,2013-02-06T16:27:20Z
996877172869562368,1526509013,2018-05-16T22:16:53Z,jimmy_moore,@Zelda_Game Her career fell faster tho,none,NA,NA,NA,NA,0,0,en,Zelda_Game,996872755365769216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,816516308,Jimmy Moore,0,training to be on American ninja warrior. also trying to figure out how aliens got on earth undetected,NA,http://pbs.twimg.com/profile_images/984509401531912192/ybVOErg__normal.jpg,NA,NA,en,855,131,188,1429,0,NA,2012-09-11T02:32:39Z
996877201273372672,1526509020,2018-05-16T22:17:00Z,kelly_zelda,"RT @RadSisterf: El racismo que los blancos tenemos en Mexico es una jalada. Somos blancos porque llegaron españoles a violar mujeres, ¿por qué habríamos de sentirnos superiores por eso?",none,NA,NA,NA,NA,4,0,es,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,1154465077,why,0,Amargada venenosa. Me gustan los gatos.,NA,http://pbs.twimg.com/profile_images/996244268770582528/5fEhtW8r_normal.jpg,NA,NA,es,11482,189,182,43063,0,NA,2013-02-06T16:27:20Z
996877256038535168,1526509033,2018-05-16T22:17:13Z,StreamGoingLive,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://twitter.com/StreamGoingLive"" rel=""nofollow"">streamgoinglive</a>",Follow us back for more RT's!,NA,NA,784931293922373632,StreamGoingLive,0,(ReTweeting for the @Twitch Community) This is a positive community of streamers and gamers! We have a twitter club and members often join streams we retweet.,https://t.co/tn8NrRvYZ2,http://pbs.twimg.com/profile_images/788271241857671169/UElSfgyB_normal.jpg,-25200,Pacific Time (US & Canada),en,28432,2570,2306,917,194,NA,2016-10-09T01:39:38Z
996877271377022977,1526509037,2018-05-16T22:17:17Z,quinn1701,"@JessMcDonell Pretty sure Skyrim and Zelda BOTW were both all I did in my spare time for awhile. I bought and played Skyrim 3 times and went through it all 3. Xbox 360, Xbox one remastered, ps4. I'm not doing the switch one.....I just can't 😁",none,NA,NA,NA,NA,0,0,en,JessMcDonell,993711929418964992,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Third rock from the sun.,NA,NA,123927967,Ed Alves,0,Mediocrity a plenty :),NA,http://pbs.twimg.com/profile_images/455217783496646656/FTcoC6O4_normal.jpeg,-14400,America/New_York,en,521,44,259,446,1,NA,2010-03-17T17:24:34Z
996877282437283840,1526509039,2018-05-16T22:17:19Z,AnelDiana,"RT @DarkHorseComics: ICYMI: Dark Horse is pleased to announce The Legend of Zelda™: Breath of the Wild—Creating a Champion art book, out this November! The ultimate companion to the video game features sketches, illustrations, & cover by Takumi Wada; more: https://t.co/8zcWQmBFIX @NintendoAmerica https://t.co/51METQRG1w",none,NA,NA,NA,NA,980,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,574947071,Anel Redondo,0,what am i? stupid?,NA,http://pbs.twimg.com/profile_images/984117060103008260/eMGP4p1J_normal.jpg,NA,NA,fr,6961,33,156,5492,0,NA,2012-05-09T01:40:38Z
996877347444834304,1526509055,2018-05-16T22:17:35Z,getwired,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kirkland, WA",NA,NA,14960835,Wes Miller,1,"Research VP at Directions on Microsoft. EXMSFT. Interests: Windows, Macs & iOS, security, Microsoft Enterprise, Apple & Google. My blog: https://t.co/89cVQnI8cH",https://t.co/ZITWrIGC9I,http://pbs.twimg.com/profile_images/730579875594035200/xL3VkOc8_normal.jpg,-25200,Pacific Time (US & Canada),en,183009,6896,2122,46122,491,NA,2008-05-31T04:48:36Z
996877394228072448,1526509066,2018-05-16T22:17:46Z,dingdongronpa,"RT @DarkHorseComics: ICYMI: Dark Horse is pleased to announce The Legend of Zelda™: Breath of the Wild—Creating a Champion art book, out this November! The ultimate companion to the video game features sketches, illustrations, & cover by Takumi Wada; more: https://t.co/8zcWQmBFIX @NintendoAmerica https://t.co/51METQRG1w",none,NA,NA,NA,NA,980,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",see me in my natural habitat ↴,NA,NA,781052962864975872,Sera @ 🏄 Sydney 🏄,0,Sera | 18 | Asian | English/Tagalog/日本語 OK | MAINLY FATE SERIES AND DANGANRONPA - welcome to my twidder where I scream,https://t.co/vSizPGo5VG,http://pbs.twimg.com/profile_images/996043912874610688/aLSU_FNg_normal.jpg,28800,Hong Kong,en,3121,88,163,1865,1,NA,2016-09-28T08:48:32Z
